Statement Analysis
Query,Full Table Scan,Executed (#),Errors (#),Warnings (#),Total Time,Max Time,Avg Time,Rows Sent (#),Avg. Rows Sent (#),Rows Scanned (#),Avg. Rows Scanned (#),Temp. Tables (#),Temp. Disk Tables (#),Rows Sorted (#),Sort Merge Passes (#),Digest
SHOW CREATE TABLE `orders`,,4,0,0,1398.60,451.30,349.60,0,0.0,0,0.0,0,0,0,0,142a61e9671d9a06448fa4e15a74bafe2e61cbdc9fdf235da741ae10fa9a821d
"EXPLAIN SELECT `c` . `id` AS `customer_customer_id` , `c` . `customer_name` , `c` . `email` , `c` . `join_date` , `o` . `id` AS `order_order_id` , `o` . `customer_id` AS `order_customer_id` , `o` . `order_date` , `o` . `product_id` AS `order_product_id` , `o` . `quantity` , `o` . `order_sum` , `p` . `id` AS `product_product_id` , `p` . `product_name` , `p` . `category` , `p` . `price` FROM `customer` `c` JOIN `orders` `o` ON `o` . `customer_id` = `c` . `id` JOIN `products` `p` ON `p` . `id` = `o` . `product_id`",*,2,0,2,1372.70,708.40,686.30,6,3.0,0,0.0,0,0,0,0,529e0d490ca6bbc1a127575e86700f3d0f5ad63d0fd909d24d0524e2a16ee2e5
SELECT @@`version` `server_version`,,5,0,0,1371.50,581.90,274.30,5,1.0,5,1.0,0,0,0,0,c12cf0e4153bb0056fd8c83368acf00124d4f37b93407100be92d161e6d99167
USE `shopeaze`,,6,0,0,1344.70,540.20,224.10,0,0.0,0,0.0,0,0,0,0,fa7c9b6b3f5392a44ccde91a4d790c8d1272f92031a5208dea7e0fad115f1e80
SHOW CREATE TABLE `order_items`,,4,0,0,1329.10,397.30,332.20,0,0.0,0,0.0,0,0,0,0,e6b97d3f9fc7dc5c787ef3ad3d3e62d667371ed086fc4c2a3c59f3b7d48bf3d3
"SELECT ? AS ? , CATALOG_NAME AS ? , SCHEMA_NAME AS ? , SCHEMA_NAME AS ? FROM `information_schema` . `schemata`",*,1,0,0,1322.90,1322.90,1322.90,8,8.0,25,25.0,0,0,0,0,3b6784ad253d45140cd9e7fb4441cdae15482e20f6b521081eaceb134eb766e0
USE `shopeaze`,,6,0,0,1311.60,347.20,218.60,0,0.0,0,0.0,0,0,0,0,fa7c9b6b3f5392a44ccde91a4d790c8d1272f92031a5208dea7e0fad115f1e80
"INSERT INTO `inventory` ( `customer_id` , `customer_name` , `email` , `join_date` ) VALUES (...) /* , ... */",,1,0,0,1270.70,1270.70,1270.70,0,0.0,0,0.0,0,0,0,0,88de52ea3391440e115b0f461e1d2b7fb487bc9f0e8dd446f22640eec2a1f78f
SHOW CHARSET,*,2,0,0,1260.60,742.90,630.30,82,41.0,246,123.0,0,0,82,0,1856574834be14252580820873d7125ede9315d91bf93a4a4525fac56ee51b6f
"INSERT INTO `suppliers_data.csv` ( `customer_id` , `customer_name` , `email` , `join_date` ) VALUES (...) /* , ... */",,1,0,0,1225.00,1225.00,1225.00,0,0.0,0,0.0,0,0,0,0,a564793d1b88539fea36587abddd562646cfd502a50dcc01ef30e7af583556e0
"SELECT YEAR ( `order_date` ) AS YEAR , SQL_TSI_MONTH ( `order_date` ) AS SQL_TSI_MONTH , SUM ( `order_sum` ) AS `total_sales` , SUM ( SUM ( `order_sum` ) ) OVER ( ORDER BY YEAR ( `order_date` ) , SQL_TSI_MONTH ( `order_date` ) ) AS `running_total_sales` , DENSE_RANK ( ) OVER ( ORDER BY SUM ( `order_sum` ) DESC ) AS `dense_rank_sales` , RANK ( ) OVER ( ORDER BY SUM ( `order_sum` ) DESC ) AS `rank_sales` FROM `orders` GROUP BY YEAR ( `order_date` ) , SQL_TSI_MONTH ( `order_date` ) ORDER BY YEAR , SQL_TSI_MONTH",*,1,0,0,1215.40,1215.40,1215.40,5,5.0,585,585.0,5,0,15,0,ba1cf5024010402af2e83a45b38602b1264102daa209489e949bcda888be9838
"SELECT ? AS ? , `TABLE_CATALOG` AS ? , `TABLE_SCHEMA` AS ? , TABLE_NAME AS ? FROM `information_schema` . `tables` WHERE `table_type` != ? AND `table_schema` = ?",,1,0,0,1209.00,1209.00,1209.00,0,0.0,2,2.0,0,0,0,0,1c6aa0e62a81a537d6e3b5ec022eaaec3751393f6f3e39be0b2f6c0ae7fe02e4
"INSERT INTO `order_items` ( `customer_id` , `customer_name` , `email` , `join_date` ) VALUES (...) /* , ... */",,1,0,0,1195.70,1195.70,1195.70,0,0.0,0,0.0,0,0,0,0,fc26efd3e363a24243b2128d6649baf201a915693e2d20d67e188457ca99d624
CREATE TABLE `combined_table` AS SELECT * FROM `customers` `c` JOIN `orders` `o` ON `o` . `custmer_id` = `c` . `cosumter_id` JOIN `products` `p` ON `p` . `product_id` = `o` . `product_id`,,1,1,0,1143.90,1143.90,1143.90,0,0.0,0,0.0,0,0,0,0,f8bed430c3a25943c8c930838163531e157d222d7c2f0c38c159dc7c14cb94ab
"SELECT SUM ( IF ( `ENABLED` = ? AND NAME IN (...) , ?, ... ) ) + SUM ( IF ( `ENABLED` = ? AND NAME NOT IN (...) , ?, ... ) ) FROM `performance_schema` . `setup_consumers`",*,1,0,0,1136.80,1136.80,1136.80,1,1.0,16,16.0,0,0,0,0,39b1e5608dab732e8f01cb38854724ebe9c39ce087c0ba16629f74b0fb328930
"INSERT INTO `orders` ( `customer_id` , `customer_name` , `email` , `join_date` ) VALUES (...) /* , ... */",,1,0,0,1115.50,1115.50,1115.50,0,0.0,0,0.0,0,0,0,0,21a37a427c8985d1345c530003b4d1d2fd3e6d5113718c2627bd1efbced7411f
SELECT @@`lower_case_table_names`,,7,0,0,1109.40,328.10,158.40,7,1.0,7,1.0,0,0,0,0,1da3a196185b678ecb9d76f22b1efe1ad4983d6b48955f16315e02da05f3d0e8
SELECT `VERSION` ( ),,6,0,0,1105.70,305.50,184.20,6,1.0,6,1.0,0,0,0,0,b715edd335c8ab2a3c43087e726bbc978f59bc64c69c2ff9f0f7f1ef75c8d651
"SELECT * FROM `combined_table` WHERE YEAR = ? LIMIT ?, ...",,3,3,0,1096.30,384.60,365.40,0,0.0,0,0.0,0,0,0,0,86a90d99a37fb83936a1f2fdeeafe3a304615d343eb4ef4a1bdd33614cd9f28c
"SELECT SYSTEM_USER , HOST FROM `performance_schema` . `setup_actors`",*,1,0,0,1090.70,1090.70,1090.70,1,1.0,1,1.0,0,0,0,0,6765d96361aa2c3b5f802e4c598f3501024f7ac2373e0bef07f2090778684aa2
"EXPLAIN SELECT SUM ( `order_sum` ) , `product_id` FROM `orders` WHERE SQL_TSI_MONTH ( `order_date` ) = ? AND YEAR ( `order_date` ) = ? GROUP BY `product_id` ORDER BY SUM ( `order_sum` ) DESC",*,1,0,1,1088.20,1088.20,1088.20,1,1.0,0,0.0,0,0,0,0,f065e79c0419c703ec9ef773aa93993c2fd725a3659aafc41679782c1a92ce4b
SELECT `CONNECTION_ID` ( ),,8,0,0,1073.50,210.70,134.10,8,1.0,8,1.0,0,0,0,0,e17c82a4f8c6d7083a2c7e3f35c96912c5410b431f6129935b61a9f686adaeab
SHOW INDEXES FROM `shopeaze` . `suppliers_data.csv`,,1,0,0,1053.40,1053.40,1053.40,0,0.0,19,19.0,1,0,0,0,58c5bd25527aa687478f5b16eb6eb6e2633c9ca7c8a0851b3f1c27eea67e59be
"EXPLAIN SELECT YEAR ( `order_date` ) AS YEAR , SQL_TSI_MONTH ( `order_date` ) AS SQL_TSI_MONTH , SUM ( `order_sum` ) AS `total_sales` , SUM ( SUM ( `order_sum` ) ) OVER ( ORDER BY YEAR ( `order_date` ) , SQL_TSI_MONTH ( `order_date` ) ) AS `running_total_sales` , DENSE_RANK ( ) OVER ( ORDER BY SUM ( `order_sum` ) DESC ) AS `dense_rank_sales` , RANK ( ) OVER ( ORDER BY SUM ( `order_sum` ) DESC ) AS `rank_sales` FROM `orders` GROUP BY YEAR ( `order_date` ) , SQL_TSI_MONTH ( `order_date` ) ORDER BY YEAR , SQL_TSI_MONTH",*,2,0,4,983.80,507.10,491.90,2,1.0,0,0.0,2,0,0,0,787f97625327e96047400ec123fb5669267575e67bc18012034b81a456a2e8cd
SELECT SCHEMA ( ),,6,0,0,927.40,282.40,154.50,6,1.0,6,1.0,0,0,0,0,ce04eda080d3f5605113e1d0d47c2f20e23b091e2487ba586f07b32cda423942
"EXPLAIN SELECT YEAR ( `order_date` ) AS YEAR , SQL_TSI_MONTH ( `order_date` ) AS SQL_TSI_MONTH , SUM ( `order_sum` ) AS `total_sales` , LAG ( SUM ( `order_sum` ) ) OVER ( ORDER BY YEAR ( `order_date` ) , SQL_TSI_MONTH ( `order_date` ) ) AS `previous_month_sales` , LEAD ( SUM ( `order_sum` ) ) OVER ( ORDER BY YEAR ( `order_date` ) , SQL_TSI_MONTH ( `order_date` ) ) AS `next_month_sales` FROM `orders` GROUP BY YEAR ( `order_date` ) , SQL_TSI_MONTH ( `order_date` ) ORDER BY YEAR , SQL_TSI_MONTH",*,2,0,4,919.30,542.80,459.60,2,1.0,0,0.0,4,0,0,0,fd93c9f8ab89678e5ffdd338dabcc59e5967b119ee28852e8469308152aa18f2
SELECT @@`transaction_isolation`,,6,0,0,905.90,251.10,150.90,6,1.0,6,1.0,0,0,0,0,d2e23336c82e4471f84822225ad6f478ce9b82f474a7e59f9d42387edf1c1c12
"CREATE TABLE `combined_table` AS SELECT `c` . `id` AS `customer_customer_id` , `c` . `customer_name` , `c` . `email` , `c` . `join_date` , `o` . `id` AS `order_order_id` , `o` . `customer_id` AS `order_customer_id` , `o` . `order_date` , `o` . `product_id` AS `order_product_id` , `o` . `quantity` , `o` . `order_sum` , `p` . `id` AS `product_product_id` , `p` . `product_name` , `p` . `category` , `p` . `price` FROM `customer` `c` JOIN `orders` `o` ON `o` . `customer_id` = `customer_customer_id` JOIN `products` `p` ON `products_products_id` = `order_product_id`",,1,1,0,891.90,891.90,891.90,0,0.0,0,0.0,0,0,0,0,a9f3f087b8b551c508869074a78afb5b79e8f075def489c5c1e671778011a76e
"SELECT * FROM `combined_tables` WHERE YEAR = ? LIMIT ?, ...",,1,1,0,887.00,887.00,887.00,0,0.0,0,0.0,0,0,0,0,d795798d820d5dff36ede6170af508f5fe9583de6406a22b1f4984e096a0562f
SET `AUTOCOMMIT` = ?,,6,0,0,861.00,233.80,143.50,0,0.0,0,0.0,0,0,0,0,41eb3b98a0a8ca5242efb496b77bb03b31d873053653fed8bd7543d714afec7c
SHOW FULL TABLES FROM `shopeaze` WHERE `Tables_in_shopeaze` = ? AND `Table_type` != ?,,1,0,0,809.60,809.60,809.60,1,1.0,4,4.0,0,0,0,0,cb2a43c70da45e4dec89b633b46d4120c0a948bfdd8f0c3af774b03e78735a9f
"EXPLAIN SELECT `p` . `category` , `p` . `product_name` , `o` . `order_date` , `o` . `order_sum` , SUM ( `o` . `order_sum` ) OVER ( PARTITION BY `p` . `category` ORDER BY `o` . `order_date` ) AS `running_total` FROM `orders` `o` JOIN `products` `p` ON `o` . `product_id` = `p` . `id` ORDER BY `p` . `category` , `o` . `order_date`",*,2,0,4,807.20,411.80,403.60,4,2.0,0,0.0,2,0,0,0,f8a66abe8bf038495c947c7c582a2a584d287f3310cf4e97b6a6d401470c7063
SELECT @@`sql_mode`,,6,0,0,798.90,224.00,133.10,6,1.0,6,1.0,0,0,0,0,d41392b6408bf37c8c00d5bd4e604f3a3970a4d3ccd89060135a9d5dd85b3a4d
USE `sakila`,,1,0,0,797.00,797.00,797.00,0,0.0,0,0.0,0,0,0,0,d7741c72e961244fafcb87e88139be8cd19f32ed0b8bf31256acd8ac5c023f9c
"SELECT `id` , SQL_TSI_MONTH ( `order_date` ) AS SQL_TSI_MONTH , `product_id` , SUM ( `order_sum` ) AS `total_revenue` FROM `orders` WHERE `order_date` >= DATE_SUB ( CURDATE ( ) , INTERVAL ? SQL_TSI_MONTH ) GROUP BY `product_id` , SQL_TSI_MONTH ( `order_date` ) ORDER BY `order_sum` DESC LIMIT ?",,1,1,0,789.10,789.10,789.10,0,0.0,0,0.0,0,0,0,0,31e6f03d408d1a501337c870b773ff141aedc097407be1ecfb87c1784ff99b3f
SHOW CHARSET,*,2,0,0,776.50,416.20,388.20,82,41.0,246,123.0,0,0,82,0,1856574834be14252580820873d7125ede9315d91bf93a4a4525fac56ee51b6f
"EXPLAIN SELECT `o` . `customer_id` , `c` . `customer_name` , AVG ( `o` . `order_sum` ) AS `avg_order_value` FROM `orders` `o` JOIN `customer` `c` ON `o` . `customer_id` = `c` . `id` GROUP BY `o` . `customer_id` , `c` . `customer_name` ORDER BY `avg_order_value` DESC",*,2,0,2,745.70,444.20,372.80,4,2.0,0,0.0,0,0,0,0,33dd15ca2893039b46c2f2bf1b5a1e65915e616520be2d228141135543ee73ce
"SELECT `o` . `customer_id` , `c` . `customer_name` , `o` . `order_date` , `o` . `order_sum` , AVG ( `o` . `order_sum` ) OVER ( PARTITION BY `o` . `customer_id` ) AS `avg_order_value` FROM `orders` `o` JOIN `customers` `c` ON `o` . `customer_id` = `c` . `customer_id` ORDER BY `o` . `customer_id` , `o` . `order_date`",,1,1,0,727.70,727.70,727.70,0,0.0,0,0.0,0,0,0,0,2a1810629fd3f9fe75d7f7183d210bd35ade6da39ec8d2a390bd6e70a68abdb4
"SELECT `o` . `customer_id` , `c` . `customer_name` , AVG ( `o` . `order_sum` ) AS `avg_order_value` FROM `orders` `o` JOIN `customers` `c` ON `o` . `customer_id` = `c` . `id` GROUP BY `o` . `customer_id` , `c` . `customer_name` ORDER BY `avg_order_value` DESC LIMIT ?, ...",,1,1,0,712.10,712.10,712.10,0,0.0,0,0.0,0,0,0,0,825e59df36b961f45bdbad793c1d9f303ec417f4b935c86e04c3ed09abd43eac
"EXPLAIN SELECT SUM ( `order_sum` ) , `o` . `product_id` AS `order_product_id` , `p` . `product_name` FROM `orders` `o` JOIN `products` `p` ON `o` . `product_id` = `p` . `id` WHERE SQL_TSI_MONTH ( `order_date` ) = ? AND YEAR ( `order_date` ) = ? GROUP BY `o` . `product_id` , `p` . `product_name` ORDER BY SUM ( `order_sum` ) DESC LIMIT ?",*,1,0,1,703.50,703.50,703.50,2,2.0,0,0.0,0,0,0,0,26e69165775389ca0f6b973b3bde5d3f6df8cf7a80e14d34306945f757b9b97f
SHOW ENGINES,*,2,0,0,692.10,365.60,346.00,22,11.0,22,11.0,2,0,0,0,694ce669f6158c6e62190a80036873cd7a95b81566f32b7f979f9624b10f564a
SHOW CREATE TABLE `products`,,1,0,0,670.20,670.20,670.20,0,0.0,0,0.0,0,0,0,0,c47077baf86c2a2181a9d51a2d3b05fe0b066c10b9f796bbe47938d39f1e7fb2
SHOW CREATE TABLE `suppliers_data.csv`,,2,0,0,648.40,339.00,324.20,0,0.0,0,0.0,0,0,0,0,7f4ee7019713991e686e652508a613e3106eea6c9d1a2ce4d5d152d969a3a63a
"SELECT SUM ( `order_sum` ) , `o` . `product_id` AS `order_customer_id` , `p` . `product_name` FROM `orders` `o` JOIN `products` `p` ON `o` . `product_id` = `p` . `id` WHERE SQL_TSI_MONTH ( `order_date` ) = ? AND YEAR ( `order_date` ) = ? GROUP BY `o` . `product_id` ORDER BY SUM ( `order_sum` ) DESC LIMIT ?",,1,1,0,640.50,640.50,640.50,0,0.0,0,0.0,0,0,0,0,8e0bbcfd421c3b5e7a813bb254ed6f0c364fff2f11cd1f4040993a17e8d58aa1
"SELECT `THREAD_ID` , NAME , TYPE , `PROCESSLIST_ID` , `PROCESSLIST_USER` , `PROCESSLIST_HOST` , `PROCESSLIST_DB` , `PROCESSLIST_COMMAND` , `PROCESSLIST_TIME` , `PROCESSLIST_STATE` , SUBSTRING ( `PROCESSLIST_INFO` , ?, ... ) AS `INFO` , `PARENT_THREAD_ID` , `INSTRUMENTED` FROM `performance_schema` . `threads`",*,1,0,0,618.10,618.10,618.10,48,48.0,48,48.0,0,0,0,0,f349d545907ec6598c051159d5aabd8b6b6df31f4af149e76a6de2e6fdc287eb
"SELECT SUM ( `order_sum` ) AS `total` , `product_id` , SQL_TSI_MONTH ( `order_date` ) AS SQL_TSI_MONTH FROM `orders` LIMIT ?, ...",,1,1,0,605.10,605.10,605.10,0,0.0,0,0.0,0,0,0,0,6e7bf64eea4e128bd272f5f6203ab485ac741339c7547be142ba359ebc822134
SHOW CREATE TABLE `products.csv`,,2,0,0,602.50,302.20,301.20,0,0.0,0,0.0,0,0,0,0,93ec9a6d574d646c29124d1fa3d8b7e48c39fd014c434c23ef4368ad02f79a6a
"SELECT `o` . `customer_id` , `c` . `customer_name` , `o` . `order_date` , `o` . `order_sum` , AVG ( `o` . `order_sum` ) OVER ( PARTITION BY `o` . `customer_id` ) AS `avg_order_value` FROM `orders` `o` JOIN `customers` `c` ON `o` . `customer_id` = `c` . `id` ORDER BY `o` . `customer_id` , `o` . `order_date`",,1,1,0,590.90,590.90,590.90,0,0.0,0,0.0,0,0,0,0,1236902d208dfd04ba9ba767d7d50c5a3e60251a8cb1e1028ed3e599f3c54313
"SELECT ? AS ? , `TRIGGER_CATALOG` AS ? , `TRIGGER_SCHEMA` AS ? , `TRIGGER_NAME` AS ? , `EVENT_MANIPULATION` , `EVENT_OBJECT_SCHEMA` , `EVENT_OBJECT_TABLE` , `ACTION_ORDER` , `ACTION_CONDITION` , `ACTION_STATEMENT` , `ACTION_ORIENTATION` , `ACTION_TIMING` , DEFINER FROM `information_schema` . `triggers` WHERE `trigger_schema` = ?",*,1,0,0,569.50,569.50,569.50,0,0.0,50,50.0,0,0,0,0,c82c5aac55093448a3b77dc06ff1ee3f5100ac2174e3ab6e7bb298623ff9d727
SET `autocommit` = ?,,4,0,0,558.40,149.90,139.60,0,0.0,0,0.0,0,0,0,0,158bfe3d4b4b0a372a4acdb38affe2cb4f6b3cb21a9af0ea9fad9a9a083ac18a
"SELECT * FROM `customer` LIMIT ?, ...",*,1,0,0,527.40,527.40,527.40,50,50.0,50,50.0,0,0,0,0,16a97f91ffa1f99dd3a69cefeefd2a63504f2848d2051bfdd7b350de0b4d0ea8
"SELECT `p` . `category` , `p` . `product_name` , `o` . `order_date` , `o` . `order_sum` , SUM ( `o` . `order_sum` ) OVER ( PARTITION BY `p` . `category` ORDER BY `o` . `order_date` ) AS `running_total` FROM `orders` `o` JOIN `products` `p` ON `o` . `product_id` = `p` . `product_id` WHERE YEAR ( `o` . `order_date` ) = ? AND SQL_TSI_MONTH ( `o` . `order_date` ) = ? ORDER BY `p` . `category` , `o` . `order_date`",,1,1,0,510.80,510.80,510.80,0,0.0,0,0.0,0,0,0,0,a0270d85702a8a0dd57a2d1bb8d3759058f72e0d24f71079785922ff461445c6
"SELECT `id` , `order_date` , `product_id` , `order_sum` , SQL_TSI_MONTH FROM `orders` GROUP BY SQL_TSI_MONTH ORDER BY `order_sum` DESC LIMIT ?",,1,1,0,483.50,483.50,483.50,0,0.0,0,0.0,0,0,0,0,e27da5ae2a9ef3de46e47f86bf83c5e71b681ec6659b6a97cd58596d969bbcc6
"SELECT MAX ( SUM ( `order_sum` ) ) , `order_date` , `product_id` FROM `orders` WHERE `order_date` LIKE ? && `product_id` GROUP BY `product_id` , `order_date` ORDER BY MAX ( SUM ( `order_sum` ) ) DESC LIMIT ?, ...",,1,1,0,474.30,474.30,474.30,0,0.0,0,0.0,0,0,0,0,ffdd7ed75836d55f3f0046e360af289275e288f80c37e35947d4124eaedd2319
"SELECT MAX ( `order_sum` ) , `order_date` , `product_id` FROM `orders` GROUP BY `product_id` LIMIT ?, ...",,1,1,0,470.10,470.10,470.10,0,0.0,0,0.0,0,0,0,0,3c373c9294f0519e584d99797c06daf332f30711c687d18ec69785670b199f1a
"SELECT `c` . `id` AS `customer_customer_id` , `c` . `customer_name` , `c` . `email` , `c` . `join_date` , `o` . `id` AS `order_order_id` , `o` . `customer_id` AS `order_customer_id` , `o` . `order_date` , `o` . `product_id` AS `order_product_id` , `o` . `quantity` , `o` . `order_sum` , `p` . `id` AS `product_product_id` , `p` . `product_name` , `p` . `category` , `p` . `price` FROM `customer` `c` JOIN `orders` `o` ON `o` . `customer_id` = `customer_customer_id` JOIN `products` ON `products_products_id` = `order_product_id` LIMIT ?, ...",,1,1,0,465.10,465.10,465.10,0,0.0,0,0.0,0,0,0,0,2cd1861207473307c3ad90601fa9b0b3a2bfaf112f9489730881284b4a8983c0
"SELECT `id` , SQL_TSI_MONTH ( `order_date` ) AS SQL_TSI_MONTH , `product_id` , SUM ( `order_sum` ) AS `total_revenue` FROM `orders` WHERE `order_date` >= DATE_SUB ( CURDATE ( ) , INTERVAL ? SQL_TSI_MONTH ) GROUP BY `product_id` , SQL_TSI_MONTH ( `order_date` ) ORDER BY `total_revenue` DESC LIMIT ?",,1,1,0,442.20,442.20,442.20,0,0.0,0,0.0,0,0,0,0,3721c2459201ecb9be7a6170826be9b0ab0b5f99f87c981e858c15b33475e831
SELECT ?,,2,0,0,440.00,220.40,220.00,2,1.0,2,1.0,0,0,0,0,d1b44b0c19af710b5a679907e284acd2ddc285201794bc69a2389d77baedddae
SHOW ENGINES,*,2,0,0,427.80,254.40,213.90,22,11.0,22,11.0,2,0,0,0,694ce669f6158c6e62190a80036873cd7a95b81566f32b7f979f9624b10f564a
"SELECT SUM ( `order_sum` ) , `o` . `product_id` AS `order_customer_id` , `p` . `product_name` FROM `orders` JOIN `products` `p` ON `o` . `product_id` = `p` . `product_id` WHERE SQL_TSI_MONTH ( `order_date` ) = ? AND YEAR ( `order_date` ) = ? GROUP BY `product_id` ORDER BY SUM ( `order_sum` ) DESC LIMIT ?",,1,1,0,420.80,420.80,420.80,0,0.0,0,0.0,0,0,0,0,568ddbf6e973e28240dff5f3ad1b5fbfc94ec508c55d0ed702c9d7aaf0ca475e
SHOW CREATE TABLE `suppliers_data`,,1,0,0,408.40,408.40,408.40,0,0.0,0,0.0,0,0,0,0,092d202acf0b2aee73cdc550d0d45664fc9f43122c332ef91eb316e779831c7d
"SELECT SUM ( `order_sum` ) AS `total` , `product_id` , SQL_TSI_MONTH ( `order_date` ) AS SQL_TSI_MONTH FROM `orders` GROUP BY `total` LIMIT ?, ...",,1,1,0,364.70,364.70,364.70,0,0.0,0,0.0,0,0,0,0,3ef99d2ea25fb670c08bb9a21d45caad4fe8377b7eca16d460f6ed0e9f0e7507
"SELECT NAME , `timer_name` FROM `performance_schema` . `setup_timers`",,1,1,0,363.50,363.50,363.50,0,0.0,0,0.0,0,0,0,0,808e8c9717580c08c7f84339e60913518398bc3b798764e6cd30b383e47adf75
SET `SQL_SAFE_UPDATES` = ?,,4,0,0,351.60,137.70,87.90,0,0.0,0,0.0,0,0,0,0,05a9d2cc7f87b977af87566844ff7bee31fc9602525cd898eb23cb8a005097cd
"SELECT SUM ( `order_sum` ) , `o` . `product_id` AS `order_customer_id` , `p` . `product_name` FROM `orders` JOIN `products` `p` ON `o` . `product_id` = `p` . `product_id` WHERE SQL_TSI_MONTH ( `order_date` ) = ? AND YEAR ( `order_date` ) = ? GROUP BY `o` . `product_id` ORDER BY SUM ( `order_sum` ) DESC LIMIT ?",,1,1,0,343.70,343.70,343.70,0,0.0,0,0.0,0,0,0,0,5b0d065898fa185f2ca0c00d365eac1e80f552a9d5863b88314467c94cb5ce07
SELECT CURRENT_USER ( ),,2,0,0,341.10,175.20,170.50,2,1.0,2,1.0,0,0,0,0,3eff569d77bf7e2ccb14bd593a390e6187f054f1435d6bed2f3b547f827e8992
SELECT * FROM `performance_schema` . `setup_consumers`,*,1,0,0,339.20,339.20,339.20,16,16.0,16,16.0,0,0,0,0,4b34bd5645dc28ec58ac56216df103358ced9f56bc5047d3c1076a218f0b5513
KILL CONNECTION ?,,1,0,0,297.90,297.90,297.90,0,0.0,0,0.0,0,0,0,0,c437c94914c4106707bdf7b4297ee80e310580a6697f0ce702856270821681a2
SHOW CREATE SCHEMA `world`,,1,0,0,266.00,266.00,266.00,0,0.0,0,0.0,0,0,0,0,f339f78a28b4287229adb2a43e84244263a2dd353a5cf5ff0a5c15cc1dbf9351
SHOW CREATE SCHEMA `sys`,,1,0,0,265.30,265.30,265.30,0,0.0,0,0.0,0,0,0,0,22498b9939c33193ceb6d0078386c2d188f8af4d5a300b7cbe9a657505951956
SHOW CREATE SCHEMA `shop`,,1,0,0,227.90,227.90,227.90,0,0.0,0,0.0,0,0,0,0,640f3183b877b5a5632a39b88cd6c0b8bfa6164bff06fb7ff002dd9a86921fc3
"SELECT SUM ( `order_sum` ) AS `total` , `product_id` , SQL_TSI_MONTH ( `order_date` ) AS SQL_TSI_MONTH FROM `orders` GROUP BY `product_id` LIMIT ?, ...",,1,1,0,224.50,224.50,224.50,0,0.0,0,0.0,0,0,0,0,f350b74459027b0534a82e4afa1348fc44cde1d920c634aa4f658fecee2437ee
SELECT @@`lower_case_table_names`,,1,0,0,213.20,213.20,213.20,1,1.0,1,1.0,0,0,0,0,1da3a196185b678ecb9d76f22b1efe1ad4983d6b48955f16315e02da05f3d0e8
SHOW CREATE SCHEMA `mysql`,,1,0,0,179.70,179.70,179.70,0,0.0,0,0.0,0,0,0,0,26368af34ecddbbaa3ec737b88433afcafd4f5e97df3a398b5b074e718d5834f
SHOW CREATE SCHEMA `sakila`,,1,0,0,176.40,176.40,176.40,0,0.0,0,0.0,0,0,0,0,703090a2f97b550332a2ee04f4b51227ea7fcd0bc8442b662d57feadbdc7f185
SHOW CREATE SCHEMA `performance_schema`,,1,0,0,163.90,163.90,163.90,0,0.0,0,0.0,0,0,0,0,da8b9599b10e3d73d469142f0ae16ae448df92365f2d686ba941256a953f2e0b
SHOW CREATE SCHEMA `shopeaze`,,1,0,0,160.10,160.10,160.10,0,0.0,0,0.0,0,0,0,0,91a0bd7f0b8e5e321fd6e70813801cf5f557b0a4385e07d4d42d50a2ac98c407
SELECT @@`performance_schema`,,1,0,0,143.20,143.20,143.20,1,1.0,1,1.0,0,0,0,0,48d06d86b583ece1b6a7ac4a0e7f258d15266bea0382ff8de286e65fbf284384
SHOW CREATE SCHEMA `information_schema`,,1,0,0,108.90,108.90,108.90,0,0.0,0,0.0,0,0,0,0,086f32ce4975d78e095b33bdaf9175bb0e652232e931c437559c0c31ee1f41b3
